TimeStamp,Value,HapticFeedback
2023-12-27 22:46:13,122,True
2023-12-27 22:46:20,121,False
2023-12-27 22:46:21,120,False
2023-12-27 22:46:22,118,True
2023-12-27 22:46:23,117,False
2023-12-27 22:46:24,115,False
2023-12-27 22:46:25,113,False
2023-12-27 22:46:26,112,False
2023-12-27 22:46:28,111,False
2023-12-27 22:46:30,110,False
2023-12-27 22:46:32,109,False
2023-12-27 22:46:35,108,False
2023-12-27 22:46:36,107,False
2023-12-27 22:46:37,106,False
2023-12-27 22:46:38,105,False
2023-12-27 22:46:39,104,False
2023-12-27 22:46:40,103,False
2023-12-27 22:46:41,102,False
2023-12-27 22:46:42,101,False
2023-12-27 22:46:43,100,False
2023-12-27 22:46:44,99,False
2023-12-27 22:46:45,98,False
2023-12-27 22:46:46,97,False
2023-12-27 22:46:47,96,False
2023-12-27 22:46:48,95,False
2023-12-27 22:46:49,93,False
2023-12-27 22:46:50,91,False
2023-12-27 22:46:51,89,False
2023-12-27 22:46:52,88,False
2023-12-27 22:46:53,86,False
2023-12-27 22:46:57,87,False
2023-12-27 22:47:00,89,False
2023-12-27 22:47:01,91,False
2023-12-27 22:47:02,92,False
2023-12-27 22:47:03,94,False
2023-12-27 22:47:04,96,False
2023-12-27 22:47:05,97,False
2023-12-27 22:47:06,99,False
2023-12-27 22:47:07,101,False
2023-12-27 22:47:08,102,False
2023-12-27 22:47:09,103,False
2023-12-27 22:47:11,104,False
2023-12-27 22:47:12,103,False
2023-12-27 22:47:13,102,False
2023-12-27 22:47:15,101,False
2023-12-27 22:47:16,100,False
2023-12-27 22:47:18,98,False
2023-12-27 22:47:19,96,False
2023-12-27 22:47:20,94,False
2023-12-27 22:47:21,92,False
2023-12-27 22:47:22,90,False
2023-12-27 22:47:23,89,False
2023-12-27 22:47:24,87,False
2023-12-27 22:47:25,86,False
2023-12-27 22:47:26,85,False
2023-12-27 22:47:28,84,False
2023-12-27 22:47:29,84,False
2023-12-27 22:47:29,83,False
2023-12-27 22:47:31,85,False
2023-12-27 22:47:33,86,False
2023-12-27 22:47:34,0,False
2023-12-27 22:47:35,91,False
2023-12-27 22:47:36,93,False
2023-12-27 22:47:37,95,False
2023-12-27 22:47:38,94,False
2023-12-27 22:47:39,97,False
2023-12-27 22:47:42,98,False
2023-12-27 22:47:43,99,False
2023-12-27 22:47:47,100,False
2023-12-27 22:47:49,101,False
2023-12-27 22:47:50,99,False
2023-12-27 22:47:51,98,False
2023-12-27 22:47:52,97,False
2023-12-27 22:47:54,95,False
2023-12-27 22:47:55,92,False
2023-12-27 22:47:56,90,False
2023-12-27 22:47:57,88,False
2023-12-27 22:47:58,87,False
2023-12-27 22:47:59,88,False
2023-12-27 22:48:01,87,False
2023-12-27 22:48:02,86,False
2023-12-27 22:48:03,85,False
2023-12-27 22:48:07,86,False
2023-12-27 22:48:09,87,False
2023-12-27 22:48:11,0,False
2023-12-27 22:48:12,86,False
2023-12-27 22:48:13,85,False
2023-12-27 22:48:14,84,False
2023-12-27 22:48:16,0,False
2023-12-27 22:48:17,86,False
2023-12-27 22:48:19,87,False
2023-12-27 22:48:20,89,False
2023-12-27 22:48:21,90,False
2023-12-27 22:48:23,91,False
2023-12-27 22:48:24,92,False
2023-12-27 22:48:25,94,False
2023-12-27 22:48:26,95,False
2023-12-27 22:48:29,93,False
2023-12-27 22:48:30,92,False
2023-12-27 22:48:32,91,False
2023-12-27 22:48:34,92,False
2023-12-27 22:48:35,91,False
2023-12-27 22:48:37,90,False
2023-12-27 22:48:38,89,False
2023-12-27 22:48:39,87,False
2023-12-27 22:48:40,86,False
2023-12-27 22:48:42,85,False
2023-12-27 22:48:43,84,False
2023-12-27 22:48:47,85,False
2023-12-27 22:48:49,86,False
