TimeStamp,Value,HapticFeedback
2023-12-27 16:09:01,94,False
2023-12-27 16:09:02,96,False
2023-12-27 16:09:03,97,False
2023-12-27 16:09:04,95,False
2023-12-27 16:09:06,94,False
2023-12-27 16:09:08,95,False
2023-12-27 16:09:11,94,False
2023-12-27 16:09:11,93,False
2023-12-27 16:09:12,92,False
2023-12-27 16:09:14,91,False
2023-12-27 16:09:15,90,False
2023-12-27 16:09:16,88,False
2023-12-27 16:09:18,87,False
2023-12-27 16:09:19,85,False
2023-12-27 16:09:20,84,False
2023-12-27 16:09:21,83,False
2023-12-27 16:09:22,82,False
2023-12-27 16:09:23,83,False
2023-12-27 16:09:25,84,False
2023-12-27 16:09:26,85,False
2023-12-27 16:09:32,84,False
2023-12-27 16:09:32,85,False
2023-12-27 16:09:33,86,False
2023-12-27 16:09:34,89,False
2023-12-27 16:09:35,90,False
2023-12-27 16:09:36,91,False
2023-12-27 16:09:37,92,False
2023-12-27 16:09:38,91,False
2023-12-27 16:09:39,92,False
2023-12-27 16:09:41,91,False
2023-12-27 16:09:42,90,False
2023-12-27 16:09:44,89,False
2023-12-27 16:09:44,88,False
2023-12-27 16:09:45,86,False
2023-12-27 16:09:46,85,False
2023-12-27 16:09:47,87,False
2023-12-27 16:09:48,88,False
2023-12-27 16:09:49,89,False
2023-12-27 16:09:51,88,False
2023-12-27 16:09:52,92,False
2023-12-27 16:09:53,93,False
2023-12-27 16:09:54,91,False
2023-12-27 16:09:57,92,False
2023-12-27 16:09:57,93,False
2023-12-27 16:09:58,92,False
2023-12-27 16:09:59,91,False
2023-12-27 16:10:02,90,False
2023-12-27 16:10:03,88,False
2023-12-27 16:10:06,87,False
2023-12-27 16:10:06,86,False
2023-12-27 16:10:09,87,False
2023-12-27 16:10:11,88,False
2023-12-27 16:10:11,87,False
2023-12-27 16:10:12,86,False
2023-12-27 16:10:13,85,False
2023-12-27 16:10:14,86,False
2023-12-27 16:10:15,85,False
2023-12-27 16:10:16,84,False
2023-12-27 16:10:21,85,False
2023-12-27 16:10:21,84,False
2023-12-27 16:10:22,0,False
2023-12-27 16:10:23,86,False
2023-12-27 16:10:24,87,False
2023-12-27 16:10:27,85,False
