TimeStamp,Value,HapticFeedback
2023-12-27 23:02:26,86,False
2023-12-27 23:02:27,88,False
2023-12-27 23:02:28,89,False
2023-12-27 23:02:29,91,False
2023-12-27 23:02:30,92,False
2023-12-27 23:02:31,94,False
2023-12-27 23:02:32,95,False
2023-12-27 23:02:33,97,False
2023-12-27 23:02:34,99,False
2023-12-27 23:02:35,101,False
2023-12-27 23:02:36,103,False
2023-12-27 23:02:37,104,False
2023-12-27 23:02:38,105,False
2023-12-27 23:02:39,106,False
2023-12-27 23:02:40,107,False
2023-12-27 23:02:41,108,False
2023-12-27 23:02:42,109,False
2023-12-27 23:02:43,110,False
2023-12-27 23:02:44,111,False
2023-12-27 23:02:45,112,False
2023-12-27 23:02:46,113,False
2023-12-27 23:02:47,114,False
2023-12-27 23:02:48,115,True
2023-12-27 23:02:49,116,False
2023-12-27 23:02:50,117,False
2023-12-27 23:02:52,118,False
2023-12-27 23:02:57,117,True
2023-12-27 23:02:58,116,False
2023-12-27 23:03:03,115,False
2023-12-27 23:03:04,113,False
2023-12-27 23:03:05,111,False
2023-12-27 23:03:06,108,False
2023-12-27 23:03:07,105,False
2023-12-27 23:03:08,102,False
2023-12-27 23:03:09,99,False
2023-12-27 23:03:10,98,False
2023-12-27 23:03:13,97,False
2023-12-27 23:03:27,96,False
2023-12-27 23:03:28,95,False
2023-12-27 23:03:29,94,False
2023-12-27 23:03:30,93,False
2023-12-27 23:03:31,91,False
2023-12-27 23:03:32,89,False
2023-12-27 23:03:33,88,False
2023-12-27 23:03:34,86,False
2023-12-27 23:03:35,84,False
2023-12-27 23:03:36,82,False
2023-12-27 23:03:37,80,False
2023-12-27 23:03:38,0,False
2023-12-27 23:03:39,81,False
2023-12-27 23:03:40,83,False
2023-12-27 23:03:42,86,False
2023-12-27 23:03:43,87,False
2023-12-27 23:03:44,88,False
2023-12-27 23:03:45,89,False
2023-12-27 23:03:46,90,False
2023-12-27 23:03:47,91,False
2023-12-27 23:03:48,92,False
2023-12-27 23:03:51,93,False
2023-12-27 23:03:54,92,False
2023-12-27 23:03:55,91,False
2023-12-27 23:03:56,90,False
2023-12-27 23:03:57,89,False
2023-12-27 23:03:58,87,False
2023-12-27 23:03:59,86,False
2023-12-27 23:04:00,84,False
2023-12-27 23:04:01,83,False
2023-12-27 23:04:02,82,False
2023-12-27 23:04:04,83,False
2023-12-27 23:04:05,84,False
2023-12-27 23:04:06,83,False
2023-12-27 23:04:08,82,False
2023-12-27 23:04:09,81,False
2023-12-27 23:04:10,80,False
2023-12-27 23:04:11,79,False
2023-12-27 23:04:12,80,False
2023-12-27 23:04:14,0,False
2023-12-27 23:04:17,81,False
2023-12-27 23:04:17,82,False
2023-12-27 23:04:17,84,False
2023-12-27 23:04:19,83,False
2023-12-27 23:04:22,84,False
2023-12-27 23:04:23,85,False
2023-12-27 23:04:24,84,False
2023-12-27 23:04:26,83,False
2023-12-27 23:04:27,85,False
2023-12-27 23:04:28,86,False
2023-12-27 23:04:31,84,False
2023-12-27 23:04:32,81,False
2023-12-27 23:04:33,83,False
2023-12-27 23:04:34,87,False
2023-12-27 23:04:35,89,False
2023-12-27 23:04:36,91,False
2023-12-27 23:04:38,90,False
2023-12-27 23:04:39,0,False
2023-12-27 23:04:40,89,False
2023-12-27 23:04:41,88,False
2023-12-27 23:04:42,90,False
2023-12-27 23:04:43,91,False
2023-12-27 23:04:45,93,False
2023-12-27 23:04:46,94,False
2023-12-27 23:04:47,95,False
2023-12-27 23:04:48,97,False
2023-12-27 23:04:50,99,False
2023-12-27 23:04:51,101,False
2023-12-27 23:04:52,103,False
2023-12-27 23:04:53,105,False
2023-12-27 23:04:54,110,False
2023-12-27 23:04:55,113,False
2023-12-27 23:04:56,112,False
2023-12-27 23:04:58,0,False
2023-12-27 23:04:59,110,False
2023-12-27 23:05:00,109,False
2023-12-27 23:05:01,107,False
2023-12-27 23:05:03,106,False
2023-12-27 23:05:05,104,False
2023-12-27 23:05:06,102,False
2023-12-27 23:05:08,101,False
2023-12-27 23:05:09,100,False
2023-12-27 23:05:10,101,False
2023-12-27 23:05:13,102,False
2023-12-27 23:05:14,103,False
2023-12-27 23:05:15,105,False
2023-12-27 23:05:17,106,False
2023-12-27 23:05:18,107,False
2023-12-27 23:05:19,108,False
2023-12-27 23:05:21,109,False
2023-12-27 23:05:23,111,False
