TimeStamp,Value,HapticFeedback
2023-12-27 20:46:08,84,False
2023-12-27 20:46:09,83,False
2023-12-27 20:46:13,84,False
2023-12-27 20:46:14,85,False
2023-12-27 20:46:17,84,False
2023-12-27 20:46:18,85,False
2023-12-27 20:46:19,84,False
2023-12-27 20:46:20,83,False
2023-12-27 20:46:21,82,False
2023-12-27 20:46:22,81,False
2023-12-27 20:46:23,82,False
2023-12-27 20:46:24,83,False
2023-12-27 20:46:25,84,False
2023-12-27 20:46:26,85,False
2023-12-27 20:46:27,86,False
2023-12-27 20:46:28,87,False
2023-12-27 20:46:29,86,False
2023-12-27 20:46:31,85,False
2023-12-27 20:46:32,84,False
2023-12-27 20:46:33,83,False
2023-12-27 20:46:34,82,False
2023-12-27 20:46:35,83,False
2023-12-27 20:46:38,84,False
2023-12-27 20:46:40,85,False
2023-12-27 20:46:41,86,False
2023-12-27 20:46:42,87,False
2023-12-27 20:46:43,88,False
2023-12-27 20:46:44,89,False
2023-12-27 20:46:45,91,False
2023-12-27 20:46:46,92,False
2023-12-27 20:46:47,93,False
2023-12-27 20:46:48,91,False
2023-12-27 20:46:49,90,False
2023-12-27 20:46:50,89,False
2023-12-27 20:46:51,87,False
2023-12-27 20:46:52,86,False
2023-12-27 20:46:56,87,False
2023-12-27 20:46:57,88,False
2023-12-27 20:46:58,89,False
2023-12-27 20:46:59,90,False
2023-12-27 20:47:01,92,False
2023-12-27 20:47:03,91,False
2023-12-27 20:47:04,89,False
2023-12-27 20:47:05,88,False
2023-12-27 20:47:07,86,False
2023-12-27 20:47:08,85,False
2023-12-27 20:47:11,82,False
2023-12-27 20:47:14,83,False
2023-12-27 20:47:15,84,False
2023-12-27 20:47:17,85,False
2023-12-27 20:47:18,87,False
2023-12-27 20:47:19,88,False
2023-12-27 20:47:20,90,False
2023-12-27 20:47:22,91,False
2023-12-27 20:47:23,92,False
2023-12-27 20:47:24,93,False
2023-12-27 20:47:27,92,False
2023-12-27 20:47:27,91,False
2023-12-27 20:47:32,92,False
2023-12-27 20:47:37,91,False
2023-12-27 20:47:39,90,False
2023-12-27 20:47:40,89,False
2023-12-27 20:47:44,90,False
2023-12-27 20:47:46,89,False
2023-12-27 20:47:49,88,False
2023-12-27 20:47:52,89,False
2023-12-27 20:47:54,90,False
2023-12-27 20:47:56,91,False
2023-12-27 20:47:59,92,False
2023-12-27 20:48:01,91,False
2023-12-27 20:48:02,92,False
2023-12-27 20:48:10,91,False
2023-12-27 20:48:13,92,False
2023-12-27 20:48:17,93,False
2023-12-27 20:48:18,94,False
2023-12-27 20:48:20,95,False
2023-12-27 20:48:21,94,False
2023-12-27 20:48:22,95,False
2023-12-27 20:48:23,96,False
2023-12-27 20:48:24,95,False
2023-12-27 20:48:26,94,False
2023-12-27 20:48:28,93,False
2023-12-27 20:48:30,92,False
2023-12-27 20:48:33,93,False
2023-12-27 20:48:34,92,False
2023-12-27 20:48:36,91,False
2023-12-27 20:48:37,93,False
2023-12-27 20:48:39,94,False
2023-12-27 20:48:40,93,False
2023-12-27 20:48:41,92,False
2023-12-27 20:48:44,90,False
2023-12-27 20:48:45,89,False
2023-12-27 20:48:46,90,False
2023-12-27 20:48:48,89,False
2023-12-27 20:48:49,88,False
2023-12-27 20:48:52,87,False
2023-12-27 20:48:53,86,False
2023-12-27 20:48:54,85,False
2023-12-27 20:48:57,86,False
2023-12-27 20:49:00,85,False
2023-12-27 20:49:04,83,False
2023-12-27 20:49:05,82,False
2023-12-27 20:49:06,81,False
2023-12-27 20:49:07,80,False
2023-12-27 20:49:09,81,False
2023-12-27 20:49:11,82,False
2023-12-27 20:49:14,81,False
2023-12-27 20:49:19,82,False
2023-12-27 20:49:20,84,False
2023-12-27 20:49:21,83,False
2023-12-27 20:49:22,82,False
2023-12-27 20:49:23,81,False
2023-12-27 20:49:24,80,False
2023-12-27 20:49:26,79,False
2023-12-27 20:49:27,80,False
2023-12-27 20:49:30,81,False
2023-12-27 20:49:31,80,False
2023-12-27 20:49:32,79,False
2023-12-27 20:49:33,78,False
2023-12-27 20:49:34,80,False
2023-12-27 20:49:35,82,False
2023-12-27 20:49:39,81,False
2023-12-27 20:49:41,80,False
2023-12-27 20:49:43,81,False
2023-12-27 20:49:45,80,False
2023-12-27 20:49:49,79,False
2023-12-27 20:49:51,80,False
2023-12-27 20:49:52,81,False
2023-12-27 20:49:53,82,False
2023-12-27 20:49:54,83,False
2023-12-27 20:49:55,82,False
2023-12-27 20:49:57,0,False
2023-12-27 20:49:58,83,False
2023-12-27 20:50:01,84,False
2023-12-27 20:50:02,85,False
2023-12-27 20:50:03,88,False
2023-12-27 20:50:04,90,False
2023-12-27 20:50:05,92,False
2023-12-27 20:50:06,94,False
2023-12-27 20:50:08,96,False
2023-12-27 20:50:09,97,False
2023-12-27 20:50:10,98,False
2023-12-27 20:50:11,99,False
2023-12-27 20:50:12,98,False
2023-12-27 20:50:14,97,False
2023-12-27 20:50:15,96,False
2023-12-27 20:50:16,95,False
2023-12-27 20:50:17,94,False
2023-12-27 20:50:18,93,False
2023-12-27 20:50:20,91,False
2023-12-27 20:50:21,90,False
2023-12-27 20:50:22,89,False
2023-12-27 20:50:23,90,False
2023-12-27 20:50:24,91,False
2023-12-27 20:50:25,92,False
2023-12-27 20:50:26,93,False
2023-12-27 20:50:28,0,False
2023-12-27 20:50:29,93,False
2023-12-27 20:50:30,92,False
2023-12-27 20:50:31,91,False
2023-12-27 20:50:33,90,False
2023-12-27 20:50:36,89,False
2023-12-27 20:50:39,90,False
2023-12-27 20:50:40,91,False
2023-12-27 20:50:41,93,False
2023-12-27 20:50:44,94,False
2023-12-27 20:50:45,96,False
2023-12-27 20:50:46,98,False
2023-12-27 20:50:55,97,False
2023-12-27 20:50:58,98,False
2023-12-27 20:50:59,97,False
